iter	Logloss
709	0.3320734438
710	0.3320509555
711	0.3320391721
712	0.3320228688
713	0.3320047031
714	0.3319838248
715	0.3319648603
716	0.3319471913
717	0.331926015
718	0.3319130029
719	0.3318991952
720	0.3318793613
721	0.3318643051
722	0.3318444858
723	0.3318236069
724	0.3318208346
725	0.3318086105
726	0.3317975348
727	0.3317789046
728	0.3317693195
729	0.3317460595
730	0.3317275607
731	0.3317088452
732	0.3316885692
733	0.3316711812
734	0.3316548861
735	0.3316439389
736	0.3316278788
737	0.3316074107
738	0.3315887618
739	0.3315778414
740	0.3315714579
741	0.3315473861
742	0.3315285324
743	0.3315094723
744	0.3314874976
745	0.3314659758
746	0.3314450492
747	0.3314355891
748	0.331427467
749	0.3314122585
750	0.3314060305
751	0.3313814528
752	0.3313579674
753	0.3313439993
754	0.331332924
755	0.3313190146
756	0.3313011452
757	0.331276478
758	0.3312596644
759	0.3312322595
760	0.331209964
761	0.3311985882
762	0.3311817342
763	0.3311580577
764	0.3311369137
765	0.3311230242
766	0.3311042663
767	0.3310923103
768	0.3310838314
769	0.3310717574
770	0.3310523576
771	0.3310383942
772	0.3310273866
773	0.3310048719
774	0.3309898579
775	0.3309680043
776	0.3309475099
777	0.3309340824
778	0.3309243532
779	0.3309074741
780	0.3308945827
781	0.3308820073
782	0.3308645795
783	0.3308547765
784	0.3308404158
785	0.330829372
786	0.330817709
787	0.3308022729
788	0.3307814549
789	0.3307726423
790	0.3307590933
791	0.3307550549
792	0.3307418894
793	0.3307233373
794	0.3307104613
795	0.3306967918
796	0.3306812561
797	0.3306561065
798	0.3306444359
799	0.3306314451
800	0.3306145958
801	0.3306103041
802	0.3305977699
803	0.3305793212
804	0.3305685217
805	0.3305563375
806	0.3305434732
807	0.3305259477
808	0.3305055125
809	0.3304853471
810	0.3304703091
811	0.330451383
812	0.3304334796
813	0.3304220369
814	0.3304061364
815	0.3303926817
816	0.3303768684
817	0.3303575753
818	0.3303417724
819	0.3303193104
820	0.3302981639
821	0.330284846
822	0.3302669509
823	0.3302497556
824	0.3302364891
825	0.3302141621
826	0.3301967232
827	0.3301734832
828	0.3301501521
829	0.3301402969
830	0.3301235729
831	0.3301078866
832	0.3300926007
833	0.3300778506
834	0.3300626043
835	0.3300521763
836	0.3300332246
837	0.3300138156
838	0.3299965944
839	0.3299844318
840	0.3299577909
841	0.3299458318
842	0.3299309227
843	0.3299158387
844	0.3298910456
845	0.3298731852
846	0.3298553777
847	0.3298379589
848	0.3298189137
849	0.3298028027
850	0.3297957194
851	0.3297793134
852	0.3297669273
853	0.3297557132
854	0.3297442351
855	0.3297303257
856	0.3297165897
857	0.3296992498
858	0.3296846479
859	0.329668976
860	0.3296554934
861	0.3296405988
862	0.3296315652
863	0.3296134125
864	0.329599943
865	0.3295831879
866	0.3295693402
867	0.3295501604
868	0.3295317318
869	0.3295230576
870	0.3295135707
871	0.3294982403
872	0.3294875389
873	0.3294730535
874	0.3294564488
875	0.3294453485
876	0.3294241002
877	0.3294102369
878	0.3293988392
879	0.3293769507
880	0.3293584139
881	0.3293373669
882	0.3293233206
883	0.3293048952
884	0.3292917214
885	0.3292794508
886	0.3292662747
887	0.3292546022
888	0.3292341893
889	0.329222575
890	0.3291980605
891	0.3291805039
892	0.3291692248
893	0.3291605541
894	0.3291505385
895	0.3291338163
896	0.3291181934
897	0.3291135802
898	0.3290991333
899	0.3290914047
900	0.3290815676
901	0.3290655825
902	0.3290472537
903	0.3290301933
904	0.3290145517
905	0.3289933609
906	0.3289742065
907	0.328952704
908	0.3289368102
909	0.3289207722
910	0.3288986994
911	0.3288763694
912	0.3288654023
913	0.3288485105
914	0.3288328688
915	0.3288187052
916	0.3288110207
917	0.3287980687
918	0.3287836059
919	0.3287694371
920	0.3287585461
921	0.3287460638
922	0.3287392829
923	0.3287294091
924	0.3287181189
925	0.3287060818
926	0.3286883661
927	0.3286761095
928	0.3286624081
929	0.3286491433
930	0.3286382799
931	0.3286191239
932	0.3286099665
933	0.3285892808
934	0.3285733382
935	0.3285534586
936	0.328544602
937	0.3285239516
938	0.3285050457
939	0.3284886563
940	0.3284718951
941	0.328463459
942	0.3284459325
943	0.3284373627
944	0.3284282205
945	0.3284101725
946	0.3283964749
947	0.328375379
948	0.3283614174
949	0.3283466076
950	0.3283252671
951	0.3283105098
952	0.3282990184
953	0.3282936637
954	0.3282799219
955	0.3282669849
956	0.3282575012
957	0.3282392975
958	0.3282208908
959	0.3282013412
960	0.3281893981
961	0.3281748852
962	0.3281591107
963	0.3281487796
964	0.3281353811
965	0.3281230676
966	0.3281085427
967	0.3280903321
968	0.3280680614
969	0.3280585563
970	0.3280368606
971	0.3280200064
972	0.3280070362
973	0.3279938005
974	0.3279759429
975	0.327963942
976	0.3279526559
977	0.3279391923
978	0.3279307434
979	0.3279145109
980	0.3279056961
981	0.3278846888
982	0.3278728995
983	0.327862968
984	0.3278450594
985	0.3278332668
986	0.3278224611
987	0.3278043827
988	0.3277777788
989	0.3277609989
990	0.3277479223
991	0.3277393048
992	0.3277245265
993	0.3277069974
994	0.3276923853
995	0.3276779944
996	0.3276573262
997	0.3276414591
998	0.3276178201
999	0.3276067261
